City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,benghazi,32.1167,20.0667,21.64,66,0,4.83,LY,1699992155
364,tura,25.5198,90.2201,18.24,86,59,1.45,IN,1699992155
365,omutinskiy,56.4745,67.6709,4.23,82,100,5.77,RU,1699992155
366,qarazhal,48.0078,70.7903,1.87,73,37,3.76,KZ,1699992093
367,keminmaa,65.8596,24.8228,-18.13,85,0,3.09,FI,1699992155
368,narasapur,16.45,81.6667,24.17,73,99,3.09,IN,1699992156
369,taltal,-25.4,-70.4833,15.6,79,100,4.59,CL,1699992093
370,cervantes,-39.05,-67.3833,23.21,19,7,5.54,AR,1699992156
371,jiutai,44.1525,125.8328,-3.81,90,6,2.96,CN,1699992156
372,tianpeng,30.9866,103.9393,12.02,78,100,1.13,CN,1699992157
373,tuy hoa,13.0833,109.3,24.63,93,99,2.5,VN,1699992158
374,sarupathar,26.1984,93.8094,18.36,83,100,0.53,IN,1699992158
375,tozkhurmato,34.8905,44.6299,23.2,32,99,3.24,IQ,1699992158
376,severo-yeniseyskiy,60.3725,93.0408,-16.35,97,100,2.24,RU,1699992159
377,kirkland lake,48.1446,-80.0377,2.16,69,100,2.57,CA,1699991944
378,tonghua,41.7201,125.9219,-5.44,92,5,0.83,CN,1699992160
379,chernyshevskiy,63.0128,112.4714,-16.27,94,16,3.97,RU,1699992160
380,brandon,27.9378,-82.2859,25.18,91,100,5.14,US,1699991952
381,kudahuvadhoo,2.6708,72.8944,27.41,76,100,1.02,MV,1699992161
382,nacala,-14.5428,40.6728,24.67,69,38,4.18,MZ,1699992161
383,port isabel,26.0734,-97.2086,22.05,80,86,6.26,US,1699992161
384,salekhard,66.53,66.6019,-10.5,98,100,0.78,RU,1699992161
385,danjiangkou,32.5428,111.5086,8.47,76,92,1.18,CN,1699992162
386,tralee,52.2704,-9.7026,9.76,82,37,6.72,IE,1699992164
387,azzaba,36.7394,7.1053,16.89,62,7,1.27,DZ,1699992165
388,happy valley-goose bay,53.3168,-60.3315,-1.83,64,40,3.09,CA,1699992168
389,bucerias,20.75,-105.3333,31.1,74,3,2.2,MX,1699992028
390,susuman,62.7833,148.1667,-35.52,100,85,0.21,RU,1699992169
391,sur,22.5667,59.5289,24.44,53,100,1.02,OM,1699992169
392,lampang,18.3333,99.5,21.36,97,89,1.0,TH,1699992170
393,mersa matruh,31.3525,27.2453,22.11,60,0,4.12,EG,1699992170
394,sirpur,19.4833,79.6,20.73,58,86,1.99,IN,1699992174
395,cotonou,6.3654,2.4183,25.99,89,40,0.51,BJ,1699992174
396,cole harbour,44.6724,-63.4751,4.98,67,90,4.12,CA,1699992178
397,newport,51.5877,-2.9984,13.03,86,58,6.53,GB,1699992179
398,antsiranana,-12.2787,49.2917,24.83,83,2,3.1,MG,1699992179
399,'ali al gharbi,32.4633,46.6864,24.26,27,94,4.19,IQ,1699992180
400,vung tau,10.346,107.0843,27.0,82,69,6.57,VN,1699991933
401,chengde,40.9725,117.9361,0.0,51,0,1.25,CN,1699992181
402,portage la prairie,49.9728,-98.2926,9.05,52,75,7.72,CA,1699992182
403,masterton,-40.9597,175.6575,15.49,62,37,1.98,NZ,1699992183
404,mirnyy,62.5353,113.9611,-13.32,91,84,5.0,RU,1699992184
405,bodo,67.28,14.405,-3.08,61,0,8.75,NO,1699992184
406,zhangzhou,24.5133,117.6556,19.96,82,29,1.25,CN,1699992185
407,makurazaki,31.2667,130.3167,12.79,74,55,3.84,JP,1699992185
408,ballina,-28.8667,153.5667,19.32,91,86,2.49,AU,1699992186
409,goth garelo,27.4352,68.0755,21.59,29,12,2.46,PK,1699992186
410,carnarvon,-24.8667,113.6333,20.45,74,33,5.1,AU,1699992186
411,shingu,33.7333,135.9833,8.36,66,12,2.87,JP,1699992186
412,kapchorwa,1.3965,34.4509,15.4,80,77,1.64,UG,1699992187
413,hun,29.1268,15.9477,19.46,61,0,2.92,LY,1699992187
414,grand falls-windsor,48.9332,-55.6649,1.39,73,95,0.89,CA,1699991952
415,tucuma,-0.1833,-50.05,30.36,58,100,5.02,BR,1699992187
416,portland,45.5234,-122.6762,13.88,70,40,3.6,US,1699991936
417,wafangdian,39.6183,122.0081,3.5,80,10,1.54,CN,1699992188
418,kapa'a,22.0752,-159.319,26.99,73,100,2.68,US,1699992189
419,keren,15.7778,38.4581,23.19,66,34,2.43,ER,1699992189
420,san cristobal,7.7669,-72.225,28.1,57,37,3.33,VE,1699992189
421,tosontsengel,48.7567,98.2839,-20.17,100,99,1.44,MN,1699992189
422,ginir,7.1333,40.7,14.69,83,88,1.91,ET,1699992189
423,sandnessjoen,66.0217,12.6316,-3.94,36,0,1.54,NO,1699992190
424,betio village,1.358,172.9211,29.02,86,100,6.99,KI,1699992190
425,campechuela,20.2342,-77.2789,29.72,68,71,2.1,CU,1699992191
426,praia da vitoria,38.7333,-27.0667,21.14,88,75,9.51,PT,1699992191
427,keflavik,64.0049,-22.5624,6.24,65,75,5.66,IS,1699992191
428,port lincoln,-34.7333,135.8667,14.58,78,100,3.35,AU,1699992192
429,cova figueira,14.8905,-24.2934,24.06,65,27,6.25,CV,1699992192
430,el calafate,-50.3408,-72.2768,5.59,67,70,6.73,AR,1699992192
431,pitogo,13.7847,122.0881,25.27,94,100,5.35,PH,1699992193
432,aljezur,37.3191,-8.8033,17.11,77,79,3.16,PT,1699992193
433,san jose del guaviare,2.5729,-72.6459,29.0,83,62,1.54,CO,1699992194
434,tarawa,1.419,172.984,29.05,79,100,4.63,KI,1699992194
435,emerald,-23.5333,148.1667,21.3,58,0,2.13,AU,1699992195
436,tabou,4.423,-7.3528,25.97,86,100,2.59,CI,1699992195
437,island harbour,50.724,-1.2758,11.66,88,2,2.68,GB,1699992196
438,camocim,-2.9022,-40.8411,29.35,69,26,9.25,BR,1699992196
439,ndele,8.4109,20.6473,22.3,95,88,2.04,CF,1699992197
440,guixi,28.2886,117.2133,9.14,85,0,1.54,CN,1699992197
441,usinsk,65.9939,57.5281,-3.85,97,100,4.47,RU,1699992197
442,pitimbu,-7.4706,-34.8086,29.33,72,89,4.69,BR,1699992198
443,olyokminsk,60.3736,120.4264,-8.2,96,100,1.37,RU,1699992198
444,la passe,45.5549,-0.8967,13.88,82,97,5.83,FR,1699992199
445,segezha,63.7415,34.3222,-1.44,86,100,6.46,RU,1699992199
446,port shepstone,-30.7414,30.455,18.46,67,100,6.01,ZA,1699992200
447,sakassou,7.4546,-5.2926,25.91,73,23,1.18,CI,1699992200
448,leninskoye,41.7589,69.3864,9.16,22,4,2.14,KZ,1699992200
449,fortaleza,-3.7227,-38.5247,29.07,74,0,5.66,BR,1699992108
450,nueve de julio,-35.4444,-60.8831,24.98,35,100,0.89,AR,1699992201
451,burela de cabo,43.65,-7.4,14.54,93,100,2.78,ES,1699992201
452,awjilah,29.1081,21.2869,19.16,57,0,4.3,LY,1699992201
453,howrah,22.5892,88.3103,22.0,83,40,2.06,IN,1699992202
454,hakui,36.8833,136.7833,7.6,78,100,1.93,JP,1699992202
455,bochum,51.4833,7.2167,10.24,98,100,0.45,DE,1699992203
456,ninghai,29.2892,121.4247,8.38,81,32,1.72,CN,1699992203
457,tauranga,-37.6861,176.1667,18.41,79,86,0.89,NZ,1699992203
458,taoudenni,22.6783,-3.9836,26.26,14,0,5.68,ML,1699992204
459,lompoc,34.6391,-120.4579,25.99,43,0,5.66,US,1699992204
460,usogorsk,63.4106,48.6872,-0.74,94,100,2.19,RU,1699992204
461,narrabri,-30.3167,149.7833,21.96,45,98,0.89,AU,1699992205
462,severobaykal'sk,55.65,109.3167,-3.05,74,63,5.2,RU,1699992205
463,chabahar,25.2919,60.643,25.41,53,0,1.41,IR,1699992205
464,tannum sands,-23.9504,151.3693,23.75,83,75,2.06,AU,1699992206
465,bubaque,11.2833,-15.8333,28.79,73,53,4.87,GW,1699992206
466,deschutes river woods,43.9915,-121.3584,9.12,67,20,2.57,US,1699992207
467,enriquillo,17.9,-71.2333,30.82,68,28,5.75,DO,1699992207
468,alofi,-19.0595,-169.9187,25.94,94,75,2.06,NU,1699992207
469,boca chica,18.4537,-69.6111,32.04,70,20,5.14,DO,1699992208
470,shar,49.5886,81.0453,1.32,79,47,3.73,KZ,1699992208
471,wevelgem,50.8325,3.1718,11.7,88,98,7.1,BE,1699992208
472,hotan,37.0997,79.9269,4.82,20,4,0.99,CN,1699992209
473,sunrise manor,36.2111,-115.0731,22.91,23,0,2.68,US,1699992209
474,pakokku,21.3333,95.1,24.68,72,100,0.86,MM,1699992209
475,viqueque,-8.8673,126.3658,24.82,83,17,0.94,TL,1699992210
476,mil'kovo,55.6078,37.7956,3.08,90,100,4.06,RU,1699992210
477,cuyo,10.8525,121.0086,28.76,81,95,9.95,PH,1699992083
478,klodawa,52.2545,18.9135,10.18,76,91,8.81,PL,1699991986
479,thunder bay,48.4001,-89.3168,12.99,47,100,4.12,CA,1699992211
480,khabarovsk,48.4808,135.0928,-13.11,92,0,2.0,RU,1699992211
481,remire-montjoly,4.9167,-52.2667,30.02,70,20,4.63,GF,1699992211
482,quellon,-43.1167,-73.6167,10.57,58,100,5.73,CL,1699992108
483,ingeniero jacobacci,-41.3427,-69.5448,12.36,27,32,10.42,AR,1699992212
484,panorama,40.5878,23.0315,15.25,82,92,1.16,GR,1699992212
485,buala,-8.145,159.5921,26.08,83,87,2.33,SB,1699992212
486,ketchikan,55.3422,-131.6461,3.52,70,100,5.81,US,1699992213
487,sola,-13.8833,167.55,25.29,73,84,4.91,VU,1699992213
488,antigonish,45.6169,-61.9986,4.34,75,100,0.89,CA,1699992213
489,djebeniana,35.035,10.9081,19.89,57,1,5.56,TN,1699992214
490,inongo,-1.95,18.2667,21.78,97,98,2.09,CD,1699992214
491,aranda de duero,41.6704,-3.6892,12.16,87,23,3.15,ES,1699992214
492,port saint john's,-31.6229,29.5448,16.09,76,76,3.41,ZA,1699992215
493,mtwara,-10.2667,40.1833,24.32,94,100,2.44,TZ,1699992215
494,okhotsk,59.3833,143.3,-21.18,89,3,5.83,RU,1699992215
495,lerwick,60.1545,-1.1494,4.0,64,41,3.64,GB,1699992215
496,puerto baquerizo moreno,-0.9,-89.6,28.55,61,75,6.69,EC,1699992199
497,charters towers,-20.1,146.2667,17.94,88,0,2.76,AU,1699992216
498,mogok,22.9167,96.5,15.96,90,100,0.61,MM,1699992216
499,wakkanai,45.4094,141.6739,-0.51,89,100,2.68,JP,1699992217
500,redencao,-4.2258,-38.7306,29.01,60,18,3.73,BR,1699992217
501,la ronge,55.1001,-105.2842,-2.86,86,100,8.75,CA,1699992217
502,caleta de carquin,-11.0925,-77.6267,21.98,72,25,5.11,PE,1699992218
503,codrington,-38.2667,141.9667,8.28,94,100,2.14,AU,1699992218
504,jaltocan,21.15,-98.5333,19.9,89,99,0.55,MX,1699992218
505,kirensk,57.7853,108.1119,-4.46,74,92,4.92,RU,1699992218
506,cicero dantas,-10.6,-38.3833,33.92,25,83,4.39,BR,1699992219
507,isafjordur,66.0755,-23.124,5.16,65,100,4.91,IS,1699992219
508,saint-leu,-21.15,55.2833,23.86,93,94,0.39,RE,1699992219
509,cadale,2.7603,46.3222,26.58,86,31,2.82,SO,1699992219
510,moa,20.6569,-74.9403,28.68,72,68,7.04,CU,1699992219
511,celaya,20.5167,-100.8167,22.09,35,3,3.24,MX,1699991974
512,kavieng,-2.5744,150.7967,27.43,76,48,2.89,PG,1699992220
513,sittwe,20.15,92.9,25.46,77,100,2.33,MM,1699992220
514,rio grande,-32.035,-52.0986,22.06,92,100,3.09,BR,1699992156
515,palo alto,37.4419,-122.143,22.98,57,40,8.75,US,1699992178
516,saurimo,-9.6608,20.3916,18.16,92,45,1.13,AO,1699992220
517,todos santos,23.45,-110.2167,31.14,56,100,2.6,MX,1699991932
518,callao,-12.0667,-77.15,22.16,68,75,3.6,PE,1699992221
519,alesund,62.4723,6.1549,2.41,70,0,4.12,NO,1699992221
520,qoryooley,1.7878,44.53,25.79,83,32,2.65,SO,1699992221
521,coeur d'alene,47.6777,-116.7805,5.35,100,100,3.09,US,1699992192
522,penzance,50.1186,-5.5371,13.76,87,5,10.75,GB,1699992222
523,codajas,-3.8367,-62.0569,40.03,22,2,3.18,BR,1699992222
524,laojunmiao,39.8333,97.7333,-6.49,73,15,7.68,CN,1699992222
525,west fargo,46.875,-96.9004,16.0,43,0,4.12,US,1699992222
526,yuzhno-kurilsk,44.0306,145.8556,2.43,80,88,7.11,RU,1699992222
527,geneseo,42.7959,-77.8169,7.78,65,6,0.89,US,1699992223
528,siguiri,11.6667,-9.5,26.66,18,99,0.46,GN,1699992223
529,buinsk,54.95,48.2833,3.59,89,67,3.57,RU,1699992223
530,ernee,48.2976,-0.9314,11.75,92,19,5.66,FR,1699992223
531,aras-asan,8.8908,126.3033,26.33,83,64,2.68,PH,1699992224
532,fomboni,-12.28,43.7425,27.22,79,52,5.49,KM,1699992224
533,mugia,43.1041,-9.2179,16.2,92,100,1.34,ES,1699992224
534,lastoursville,-0.8143,12.7287,23.5,97,100,1.69,GA,1699992224
535,yichang,30.7144,111.2847,9.41,75,0,0.86,CN,1699992224
536,zemio,5.0314,25.1361,22.28,94,100,0.9,CF,1699992224
537,miracema do tocantins,-9.5618,-48.3967,40.04,17,0,3.73,BR,1699992225
538,pyt-yakh,60.7499,72.8582,-0.19,98,100,6.34,RU,1699992225
539,pangody,65.85,74.4859,-6.5,95,100,6.7,RU,1699992225
540,telciu,47.4333,24.4,7.2,95,100,1.12,RO,1699992225
541,nungwi,-5.7265,39.2987,27.27,83,8,4.39,TZ,1699992226
542,kapit,2.0167,112.9333,24.01,98,85,0.46,MY,1699992226
543,mathba,22.2855,89.9629,21.51,60,99,2.29,BD,1699992226
544,pudozh,61.8099,36.5345,-4.47,97,65,1.34,RU,1699992226
545,senanga,-16.1167,23.2667,22.72,63,92,2.99,ZM,1699992227
546,luwingu,-10.2621,29.9271,18.01,94,85,2.51,ZM,1699992227
547,acapulco de juarez,16.8634,-99.8901,30.55,66,5,2.71,MX,1699991994
548,turkmenbasy,40.0222,52.9552,19.43,39,0,3.09,TM,1699992227
549,tazovsky,67.4667,78.7,-12.08,94,100,7.58,RU,1699992227
550,ishqoshim,36.7248,71.6133,-6.23,43,0,2.11,TJ,1699992227
551,vilyuysk,63.7553,121.6247,-8.89,96,100,2.24,RU,1699992228
552,ponta delgada,37.7333,-25.6667,20.4,100,75,4.12,PT,1699992228
553,hailar,49.2,119.7,-18.67,99,100,1.89,CN,1699992228
554,gryazovets,58.88,40.2525,2.33,95,99,3.35,RU,1699992228
555,ca mau,9.1769,105.15,24.2,96,67,1.94,VN,1699992228
556,mena,51.5217,32.2157,3.97,98,100,1.41,UA,1699992229
557,juan griego,11.0817,-63.9655,28.91,72,7,7.76,VE,1699992229
558,yanchep,-31.55,115.6833,18.86,77,99,6.85,AU,1699992229
559,amalapuram,16.5833,82.0167,24.15,71,88,3.19,IN,1699992093
560,banamba,13.55,-7.45,25.72,12,5,3.77,ML,1699992229
561,kulhudhuffushi,6.6221,73.07,27.85,73,66,1.16,MV,1699992230
562,cannonvale,-20.2833,148.7,22.66,85,0,0.75,AU,1699992230
563,jinshi,29.6049,111.8701,11.06,53,98,0.68,CN,1699992230
564,talodi,10.6325,30.3797,29.87,41,8,1.43,SD,1699992230
565,saint-joseph,-21.3667,55.6167,23.59,80,100,1.62,RE,1699992231
566,lobujya,27.95,86.8167,-6.71,46,85,1.39,NP,1699992231
567,mocorito,25.4833,-107.9167,34.58,22,55,2.2,MX,1699992231
568,szabadszallas,46.8758,19.2232,10.1,79,100,0.51,HU,1699992231
569,isangel,-19.55,169.2667,23.06,78,75,3.09,VU,1699992231
570,corowa,-36.0333,146.3833,8.56,93,28,2.23,AU,1699992232
571,'ain benian,36.8028,2.9219,16.03,77,99,4.18,DZ,1699992232
572,six-fours-les-plages,43.0938,5.84,20.73,80,14,3.13,FR,1699992232
573,ribeira brava,32.65,-17.0667,22.62,66,74,1.97,PT,1699992232
574,rio verde,21.9333,-99.9833,20.9,67,92,2.2,MX,1699992233
575,saudarkrokur,65.7461,-19.6394,-1.05,83,12,4.2,IS,1699992233
576,kuragino,53.8975,92.6725,-5.69,97,100,1.7,RU,1699992233
577,barcelos,41.5388,-8.6151,18.08,100,100,1.23,PT,1699992234
578,corner brook,48.9667,-57.9484,2.09,85,84,1.46,CA,1699992234
579,ust'-ordynskiy,52.805,104.7508,-0.93,77,54,5.8,RU,1699992234
580,keetmanshoop,-26.5833,18.1333,32.51,9,0,3.09,NA,1699992234
581,roma,43.2128,-75.4557,6.09,82,100,4.63,US,1699992234
582,toliara,-23.35,43.6667,23.07,61,0,12.49,MG,1699992234
583,ternate,0.8,127.4,28.38,76,100,3.62,ID,1699992235
584,vorkuta,67.5,64.0,-9.47,96,100,1.75,RU,1699992235
585,xining,36.6167,101.7667,-0.98,91,100,3.01,CN,1699992235
586,swan hill,-35.3378,143.5544,12.08,80,62,1.66,AU,1699992235
587,cottage grove,44.8277,-92.9438,18.57,41,0,8.23,US,1699992235
588,buka,40.8108,69.1986,9.18,27,5,1.65,UZ,1699992236
589,neelankarai,12.9455,80.2575,25.03,94,75,2.57,IN,1699992236
590,aktau,43.65,51.2,14.32,90,43,8.94,KZ,1699992236
